AuthID,Author
1664,"Saxe, Rebecca"
5963,"Saxena, Richa"
19299,"Saxon, D. H."
25022,"Saxon, J."
3459,"Sayag, Roiy"
12704,"Saye, Karen F."
4705,"Sayers, Jack"
16355,"Sayfutyarova, E. R."
15831,"Saykin, Andrew J."
11009,"Sayre, J. T."
19300,"Says, L. P."
13280,"Sazawal, Sunil"
23576,"Saüt, Carine"
21052,"Sánchez-Carrera, Roel S."
19301,"Sbarra, C."
10041,"Sbihi-Alaoui, Fatima Z."
21231,"Sboner, Andrea"
19302,"Sbrizzi, A."
12135,"Scadden, D"
20011,"Scadden, David T"
12068,"Scadden, David T."
5144,"Scadden, David Thomas"
23341,"Scala, John R."
19303,"Scallon, O."
6797,"Scanfeld, Daniel"
15832,"Scanlon, Cathy"
25482,"Scanlon, T."
2415,"Scanlon, Thomas"
19304,"Scannicchio, D. A."
3296,"Scarazzato, P."
25023,"Scarcella, M."
25483,"Scarfone, V."
10621,"Scarinci, Tom"
24628,"Scarpa, Aldo"
2712,"Scarpetta, Stefano"
1445,"Scarpulla, Michael A."
23172,"Scart-Grès, Catherine"
20164,"Schaak, Diane"
19305,"Schaarschmidt, J."
26498,"Schaberg, Paul G"
10,"Schabes, Yves"
7764,"Schabinger, Robert"
7997,"Schachner, Adena Michelle"
19306,"Schacht, P."
2736,"Schacter, Daniel"
3806,"Schacter, Daniel L."
27118,"Schade, G. W."
10773,"Schade, Nicholas Benjamin"
5822,"Schadt, Eric E"
5680,"Schadt, Eric E."
25024,"Schaefer, D."
16049,"Schaefer, Esperance Anne Kreek"
11810,"Schaefer, Giannina I."
9602,"Schaefer, Hanno"
9896,"Schaefer, Kevin"
25484,"Schaefer, R."
2109,"Schaefer, William"
2066,"Schaefer, William P."
27181,"Schaeffer, J."
25025,"Schaelicke, A."
19308,"Schaepe, S."
19309,"Schaetzel, S."
26848,"Schafer, Chad"
15370,"Schafer, Daniel"
13755,"Schafer, William R."
19310,"Schaffer, A. C."
11010,"Schaffer, K. K."
5628,"Schaffler, Mitchell B."
7114,"Schaffner, Stephen"
2477,"Schaffner, Stephen F."
5585,"Schaffner, Steve F"
11567,"Schahmaneche, K."
19311,"Schaile, D."
16496,"Schalck, Aislyn"
16471,"Schalek, Richard"
9589,"Schalek, Richard L."
20366,"Schalk, T."
22982,"Schall, Ulrich"
27257,"Schalm, Koenraad"
22757,"Schalock, Peter C."
19312,"Schamberger, R. D."
19313,"Schamov, A. G."
1156,"Schapire, Robert E."
19314,"Scharf, V."
12125,"Schatz, Ken"
14460,"Schatz, Michael C"
13625,"Schauer, J. J."
23487,"Schauffler, S."
8656,"Scheffer, Marten"
19315,"Schegelsky, V. A."
16979,"Scheiffelin, J. S."
3161,"Scheinkman, Jose A."
13978,"Scheirer, Walter Jerome"
19316,"Scheirich, D."
20246,"Schel, Anne M."
12595,"Schel, Anne Marijke"
24534,"Schellenberg, Gerard D."
671,"Schellenberg, Kurt"
27242,"Scheller, C. P."
3250,"Schelling, Thomas Crombie"
20725,"Schenk, S."
1259,"Schenkel, Thomas"
6063,"Schenone, Monica"
3321,"Scher, Harvey"
23973,"Scherer, Stephen W."
9718,"Scherer, Steven E."
19317,"Schernau, M."
27023,"Schernhammer, Eva S"
19318,"Scherzer, M. I."
2675,"Schetter, Erika Cowman"
4670,"Schetter, Erika M. Cowman"
8107,"Scheu, Stefanie"
23634,"Scheuer, E. M."
20278,"Scheuermann, Johanna C."
21423,"Scheuring, Simon"
503,"Schiantarelli, Fabio"
19319,"Schiavi, C."
22491,"Schichtel, B. A."
19320,"Schieck, J."
14102,"Schieffelin, John S."
7353,"Schieffellin, John S."
3938,"Schiefsky, Mark John"
6051,"Schier, Alexander F"
12627,"Schier, Alexander F."
16320,"Schierle, E."
13192,"Schierup, Mikkel H."
1624,"Schiferl, David"
13942,"Schiffer, W. K."
26174,"Schildberg, Frank A."
6174,"Schilder, M. B. H."
8408,"Schilizzi, R.T."
14098,"Schiller, Nelson B."
20629,"Schilling, C. J."
2934,"Schilling, Jean-Guy"
11728,"Schilling, Stephan"
25485,"Schillo, C."
8173,"Schindelman, Gary"
20600,"Schindler, R. H."
22255,"Schinzel, Anna C."
13961,"Schinzel, Robert T."
16060,"Schinzel, Robert T."
19321,"Schioppa, M."
15550,"Schipani, Ernestina"
1724,"Schirm, Walter"
21054,"Schirmer, Jessica"
26715,"Schirmer, Melanie"
12312,"Schisterman, Enrique F."
10949,"Schlafly, E."
22023,"Schlager, Hans"
5135,"Schlanger, Rita"
8805,"Schlather, Martin"
15321,"Schlegel, Robert"
22442,"Schlenke, Todd A."
19322,"Schlenker, S."
19323,"Schlereth, J. L."
21670,"Schlessinger, David"
5264,"Schlicht, Erik J."
15017,"Schlinger, Barney A."
3297,"Schlitzer, R."
846,"Schloss, Jeffery A"
6105,"Schlossman, M. L."
828,"Schlozman, Kay L."
792,"Schluter, Philipp M."
15833,"Schmaal, Lianne"
4698,"Schmader, Toni"
7766,"Schmalian, Joerg"
7535,"Schmalian, Jörg"
10725,"Schmalstieg, Dieter"
6866,"Schmalzl, Markus"
5913,"Schmansky, Nicholas J."
1058,"Schmid, Hans Peter"
16189,"Schmid-Hempel, Paul"
2937,"Schmidt, A."
22733,"Schmidt, Aaron G"
5868,"Schmidt, Aaron Gregory"
11568,"Schmidt, B."
8765,"Schmidt, Carl J"
19324,"Schmidt, E."
21591,"Schmidt, Helena"
13045,"Schmidt, Kimberli A"
25797,"Schmidt, M. P."
22340,"Schmidt, Marian L."
21592,"Schmidt, Reinhold"
11569,"Schmidt, T."
4884,"Schmidt-Kaler, F."
19325,"Schmieden, K."
21519,"Schmiedmayer, J"
21509,"Schmiedmayer, J."
7121,"Schmiedmayer, Jörg"
19326,"Schmitt, C."
26023,"Schmitt, H. von der"
15192,"Schmitt, J. H. M. M."
6122,"Schmitt, Johannes"
9993,"Schmitt, Raymond W."
7956,"Schmitt, Russell J."
19327,"Schmitt, S."
19328,"Schmitz, M."
15834,"Schnack, Hugo G."
26779,"Schnall-Levin, Michael"
14076,"Schnappinger, Dirk"
4702,"Schnee, Scott"
25026,"Schneider, B."
16574,"Schneider, Bradley S."
8622,"Schneider, Christopher"
17022,"Schneider, Grégory F."
3359,"Schneider, Harald"
15191,"Schneider, P. C."
9366,"Schneider, Patrick"
21177,"Schneider, Rebekka K."
6934,"Schneider, Robert Joseph"
8810,"Schneider, Tobias M"
7544,"Schneider, Ulrich"
25486,"Schnellbach, Y. J."
243,"Schneps, J."
12162,"Schneps, Matthew H."
26700,"Schnitzer, Mark J."
600,"Schnitzler, Gavin R."
25027,"Schnoor, U."
1433,"Schoch, Conrad L."
25028,"Schoeffel, L."
4371,"Schoenebeck, Grant"
16704,"Schoenebeck, Grant R."
893,"Schoener, Thomas W."
23737,"Schoenfeld, Eldi"
25029,"Schoening, A."
1557,"Schoeninger, Margaret J."
25487,"Schoenrock, B. D."
22240,"Schoepp, Randal J."
293,"Schoessow, P. V."
1990,"Schofield, Oscar"
15886,"Schofield, Peter R."
21025,"Scholl, Claudia"
16044,"Schollwöck, Ulrich"
15945,"Schoneberg, T."
20787,"Schoof, C."
27120,"Schoon, N."
12624,"Schoppik, David"
10430,"Schoppik, David E"
15835,"Schork, Andrew J."
25030,"Schorlemmer, A. L. S."
24020,"Schott, Jean-Jacques"
19330,"Schott, M."
19331,"Schouten, D."
10037,"Schoutens, Kareljan"
19332,"Schovancova, J."
6711,"Schovsbo, Niels H."
7873,"Schowalter, Steven"
27286,"Schrabback, T."
824,"Schrag, Daniel"
1895,"Schrag, Daniel P."
24655,"Schraiber, Joshua G."
19333,"Schram, M."
25488,"Schramm, S."
1754,"Schraudolf, Helmut"
11632,"Schreckenberger, A."
26723,"Schreiber, Stuart L"
5276,"Schreiber, Stuart L."
194,"Schreiner, P."
10394,"Schreiter, E. R."
20272,"Schreiter, Eric R."
25489,"Schreyer, M."
7480,"Schrier, Joshua"
2015,"Schroder, Christian"
26129,"Schrodl, M."
5359,"Schroeder, Andrew"
26503,"Schroeder, Andrew J."
19334,"Schroeder, C."
13908,"Schroeder, Frederick A"
12018,"Schroeder, Frederick A."
1894,"Schroeder, Stefan"
20335,"Schroeder, T."
26022,"Schroeder, T. Vazquez"
19335,"Schroer, N."
9979,"Schröder, C."
4233,"Schröder, Christian"
20559,"Schröder, H."
760,"Schröder, Peter"
22347,"Schröder, Reinhard"
22983,"Schubert, Christian R"
16218,"Schubert, Gary"
16712,"Schubert, Grit"
20390,"Schubert, K. R."
16990,"Schuermann, Klaus C."
25490,"Schuh, N."
19336,"Schuh, S."
2851,"Schuknecht, Ludger"
4748,"Schuldt, Jonathan P."
10507,"Schuldt, Jonathon P."
19337,"Schuler, G."
2759,"Schulman, Kevin A."
896,"Schulte, James A. II"
26849,"Schulte-Rüther, Martin"
25031,"Schultens, M. J."
19338,"Schultes, J."
4298,"Schultink, Erik"
13231,"Schultz, Daniel"
7124,"Schultz, David R."
23652,"Schultz, M"
23622,"Schultz, Martin G."
25944,"Schultz-Coulon, H. -C."
19339,"Schultz-Coulon, H.-C."
23272,"Schultz-Tokos, Joseph J."
19340,"Schulz, H."
15474,"Schulz, Katja S."
9269,"Schulz, Laura"
16995,"Schulz, Michael D."
15836,"Schulz, S. Charles"
22984,"Schulze, Thomas G"
19341,"Schumacher, J. W."
19342,"Schumacher, M."
24351,"Schumann, Gerald G."
15616,"Schumann, Gunter"
19343,"Schumm, B. A."
20444,"Schune, M. H."
19344,"Schune, Ph."
22420,"Schurko, Andrew M."
2338,"Schurmann, Gregor"
11065,"Schuster, Karl F."
26144,"Schwab, David"
22985,"Schwab, Sibylle G"
14401,"Schwager, Emma"
13335,"Schwager, Evelyn E"
20144,"Schwager, Evelyn E."
9453,"Schwager, Evelyn Elisabeth"
11683,"Schwaid, Adam G."
19345,"Schwanenberger, C."
23851,"Schwartz, Aaron L."
643,"Schwartz, Allie"
10068,"Schwartz, C. E."
6139,"Schwartz, D."
6141,"Schwartz, D. K."
6132,"Schwartz, Daniel K."
21806,"Schwartz, Jacob C."
14445,"Schwartz, Joel"
22698,"Schwartz, Marc S."
3075,"Schwartz, Mark"
7453,"Schwartz, Matthew D"
24040,"Schwartz, Peter J."
2755,"Schwartz, Sanford"
22133,"Schwartz, Schraga"
12880,"Schwartz, Schragi"
15299,"Schwartz, Tonia"
19346,"Schwartzman, A."
1561,"Schwartzstein, Joshua"
22466,"Schwarz, Joshua P."
1452,"Schwarz, Matthias"
16190,"Schwarz, Michael P."
1625,"Schwarz, Mikael"
9398,"Schwarz, R."
10650,"Schwarz, Robert"
25857,"Schwarz, T. A."
7324,"Schwarzbach, Jens"
25032,"Schwegler, Ph."
16467,"Schweidenback, Caterina T. H."
6704,"Schweizer, Maia"
19347,"Schwemling, Ph."
284,"Schwienhorst, R."
20706,"Schwiening, J."
19348,"Schwierz, R."
19349,"Schwindling, J."
19350,"Schwindt, T."
20630,"Schwitters, R. F."
25033,"Schwoerer, M."
22335,"Schwödiauer, Reinhard"
19307,"Schäfer, U."
24476,"Schärfe, Charlotta P I"
26433,"Schönhuth, Alexander"
19329,"Schöning, A."
6007,"Schülke, Oliver"
8541,"Schündeln, Matthias"
15837,"Schür, Remmelt"
7511,"Schürmann, Achill"
8311,"Schürmann, Gregor M."
20498,"Sciacca, C."
25034,"Sciacca, F. G."
25035,"Scifo, E."
20479,"Sciolla, G."
20720,"Sciolla, Gabriella"
26655,"Sciortino, Salvatore"
12397,"Sciuto, Tracey"
4196,"Scodel, Ruth S."
10929,"Scolnic, D."
22986,"Scolnick, Edward M"
15204,"Scontras, Gregory"
11570,"Sconza, A."
11571,"Scott, A.M."
13440,"Scott, David A."
21356,"Scott, Jeffrey G"
13006,"Scott, Jennifer A."
1136,"Scott, John W."
26744,"Scott, Justine A"
24255,"Scott, K. M."
6015,"Scott, Kate M."
8821,"Scott, Laurie A"
9776,"Scott, Mark A."
22987,"Scott, Rodney J"
21671,"Scott, Rodney J."
1054,"Scott, Russell L."
2788,"Scott, W Richard"
15963,"Scott, W. A."
19351,"Scott, W. G."
2803,"Scott, W. Richard"
16191,"Scott-Phillips, Tom"
25491,"Scuri, F."
25492,"Scutti, F."
12569,"Seage III, George R."
5154,"Seager, Sara"
6363,"Seal, Ruth"
16935,"Sealfon, R. S. G."
9013,"Sealfon, Rachel"
24503,"Sealfon, Rachel S"
12717,"Seaman, Michael S."
19352,"Searcy, J."
6217,"Searle, SMJ"
24352,"Searle, Stephen"
22709,"Sears, Mary A B"
26985,"Seashore-Ludlow, Brinton A."
11572,"Seaton, M.B."
8096,"Seburn, Kevin L."
13561,"Secchi, Francesca"
27119,"Seco, R."
9790,"Secor, Stephen M."
20139,"Seddon, Jennifer"
19353,"Sedov, G."
7823,"Sedwards, Sean"
19354,"Sedykh, E."
13085,"Seebohm, Guiscard"
5684,"Seedat, Soraya"
2240,"Seeger, Michael"
8654,"Seekell, David A."
9505,"Seeliger, Markus A."
25899,"Seema, P."
16739,"Seewald, Jeffrey S."
4716,"Segal, Jeffrey A."
14669,"Segall, Jeffrey E."
6947,"Segall, Paul"
8947,"Segawa, Eisuke"
15058,"Segev, Gil"
13784,"Segev, Y"
7625,"Segev, Yehonathan"
5262,"Segrè, Ayellet V"
8942,"Segrè, Daniel"
19355,"Segura, E."
15255,"Segura, Victor"
15123,"Sehgal, N."
4474,"Seidel, Hans-Peter"
19356,"Seidel, S. C."
19357,"Seiden, A."
13540,"Seidl-Adams, I."
15838,"Seidman, Larry"
22988,"Seidman, Larry J"
7794,"Seifarth, Olaf"
19358,"Seifert, F."
10481,"Seiffert, Adriane E."
5467,"Seiler, Kathleen Petri"
4516,"Seiler, Larry"
12071,"Seim, Inge"
25921,"Seim, Kristen L"
80,"Seims, Joshua"
13664,"Seinfeld, J. H."
3725,"Seinfeld, J.H."
23590,"Seinfeld, John"
4089,"Seinfeld, John H."
6520,"Seitz, Russell"
19359,"Seixas, J. M."
26701,"Sejnowski, Terrence J."
3156,"Sekedat, Matt"
21883,"Seker, Urartu O.S."
19360,"Sekhniaidze, G."
20616,"Sekula, S. J."
25036,"Selbach, K. E."
27328,"Selby, D."
6878,"Seligman, Len"
3778,"Selin, Noelle E."
19361,"Seliverstov, D. M."
15124,"Seljak, U."
19362,"Sellden, B."
5894,"Selleck, Rori"
19363,"Sellers, G."
2895,"Selles, Daniel"
27335,"Sells, Peter"
16961,"Sellu, J."
26090,"Sellu, Josephine"
1498,"Seltzer, Margo"
3912,"Seltzer, Margo I."
9581,"Selvaraj, Siddarth"
5828,"Selwood, Lynne"
72,"Selzer, Tzvia"
19364,"Seman, M."
339,"Semenov, V. K."
1972,"Semikhatov, Mikhail A."
26103,"Seminara, A."
19365,"Semprini-Cesari, N."
1634,"Sen, Amartya"
3438,"Sen, Amartya Kumar"
16864,"Sen, Anindya"
22595,"Sen, B."
10608,"Sen, Maya"
26998,"Sen, Ranjan"
7682,"Sen, Ujjwal"
21447,"Sena, Brena"
15125,"Senatore, L."
2863,"Senft, Laurel E."
24117,"Senghas, Ann"
4903,"Sengstock, K."
5195,"Sensarma, R."
7614,"Sensarma, Rajdeep"
7646,"Senthil, T."
14273,"Senthil-Kumar, Prabhu"
11638,"Senyo, Samuel E."
12745,"Seo, Dongjin"
7540,"Seo, Jihye"
12958,"Seo, Rubo J."
14546,"Seok Choi, Yong"
1964,"Sepkoski, J. John Jr"
10566,"Septer, Alecia Noelle"
5570,"Sepulcre, Jorge"
21709,"Sequeira, Andrea"
1784,"Serbanescu, Irina"
27407,"Serbyn, M."
20347,"Serednyakov, S. I."
21907,"Seress, Laszlo Ryan"
12302,"Serezani, Carlos H."
2387,"Serfaty-de Medeiros, Karine"
19366,"Serfon, C."
16231,"Sergeev, Rinat Alexandrovich"
580,"Sergeev, S."
9989,"Sergeev, V. N."
1954,"Sergeev, Vladimir N."
579,"Sergeeva, E."
27327,"Sergeeva, N. D."
19367,"Serin, L."
13247,"Serina, Peter"
7965,"Serio, A."
25037,"Serkin, L."
9868,"Serohijos, Adrian"
14532,"Serohijos, Adrian W. R."
13310,"Serohijos, Adrian W.R."
20683,"Serrano, J."
5474,"Serrano, Martin"
24496,"Serre, David"
25493,"Serre, T."
744,"Servedio, Rocco A."
14676,"Servillat, M."
14867,"Servillat, Mathieu"
20305,"Serwold, Thomas Francis"
6514,"Seryogin, G."
9876,"Seshadr, Ram"
6456,"Seshadri, Sudha"
24564,"Sesso, Howard D."
1479,"Sethian, James A."
15300,"Sethuraman, Arun"
782,"Setnikov, Dimitriy"
12452,"Setola, Vincent"
14479,"Sette, Alessandro"
8338,"Settle, Jaime E."
23264,"Setzer, A. W."
4297,"Seuken, Sven"
270,"Seun, S. M."
20811,"Seung, H. Sebastian"
13107,"Seung, Kwonjune"
19368,"Seuster, R."
8837,"Sevanto, Sanna"
6391,"Sevecka, Mark"
10399,"Severi, Kristen E"
19369,"Severini, H."
5674,"Severson, David W"
6294,"Severson, David W."
11573,"Sevior, M."
19370,"Sevior, M. E."
1214,"Sevrin, Alexander"
22623,"Seyboth, Kathryn"
15173,"Seyedhosseini, Mojtaba"
21204,"Seyedsayamdost, Mohammad R."
8436,"Seyfarth, Robert"
25494,"Sfiligoj, T."
25495,"Sforza, F."
19371,"Sfyrla, A."
23187,"Sgro, Allyson E."
6511,"Sha, Bingdong"
23518,"Shaack, Todd"
19372,"Shabalina, E."
16280,"Shadbolt, Peter"
768,"Shade, Jonathan"
696,"Shadmehr, Reza"
20299,"Shadrach, J"
3877,"Shadrach, Jennifer"
4644,"Shafer, Steven"
14101,"Shaffer, Jeffrey G."
1689,"Shafir, Eldar"
16019,"Shafizadeh, Ebrahim"
7222,"Shafto, Carissa L."
9266,"Shafto, Patrick"
6964,"Shah, Abhik"
20872,"Shah, Ajul"
5849,"Shah, Anila"
20828,"Shah, Bhavik P."
16027,"Shah, Dhvanit I"
3564,"Shah, Jayant"
7638,"Shah, Nayana"
10501,"Shah, Nisarg"
11370,"Shah, Preya"
9151,"Shah, Sunita Rajesh"
71,"Shahar, Chen"
12112,"Shahid, Shaouli"
4988,"Shair, Matthew David"
21536,"Shakhbazov, Konstantin"
4477,"Shakhnarovich, Gregory"
5547,"Shakhnovich, Boris E"
725,"Shakhnovich, Boris E."
657,"Shakhnovich, Eugene"
12593,"Shakhnovich, Eugene I."
4997,"Shakhnovich, Eugene Isaacovitch"
12381,"Shakya, Arvind"
12371,"Shalek, Alex K."
9734,"Shalek, Alexander Kann"
21437,"Shalek, Alex K."
6513,"Shalish, Ilan"
23070,"Sham, Pak C"
3466,"Shaman, Jeffrey"
19373,"Shamim, M."
13344,"Shamir, Ohad"
13358,"Shamis, Yulia"
11813,"Shamji, Alykhan F."
26722,"Shamji, Alykhan F"
12949,"Shamji, Alykhan F."
8852,"Shamji, Alykhan Farid"
26513,"Shamov, A. G."
15367,"Shamu, Caroline E"
23241,"Shan, H."
19374,"Shan, L. Y."
10545,"Shan, Sicong"
22056,"Shan, Xueyan"
27220,"Shanahan, Catherine M."
190,"Shanahan, P."
6647,"Shaner, Nathan"
25496,"Shang, R."
10618,"Shanian, A."
13984,"Shanian, Ali"
19375,"Shank, J. T."
4350,"Shank, Jim"
24257,"Shank, Timothy M."
7922,"Shankar, Neelaabh"
3866,"Shannon, Chris"
26958,"Shao, Chunhong"
9173,"Shao, J."
9330,"Shao, Jiayi"
19376,"Shao, Q. T."
7470,"Shao, Yihan"
27049,"Shao-Horn, Yang"
3006,"Shapin, Steven"
14411,"Shapiro, B Jesse"
796,"Shapiro, Irwin"
22699,"Shapiro, Irwin I."
8385,"Shapiro, Irwin Ira"
818,"Shapiro, Jesse"
1670,"Shapiro, Kevin"
3670,"Shapiro, Kevin Alfred"
13539,"Shapiro, L. R."
4108,"Shapiro, Liza J."
19377,"Shapiro, M."
7037,"Shapiro, Michael D."
12739,"Shapiro, Mikhail G."
13702,"Shapiro, Nathan D."
24110,"Shapiro, Roger L."
578,"Shapovalova, A."
526,"Sharakhmetov, Shaturgun"
26184,"Sharei, Armon"
10786,"Sharkey, Patrick"
23247,"Sharma, Bharti"
11353,"Sharma, Nikhil"
12566,"Sharma, Nutan"
9452,"Sharma, Prasahant P."
13333,"Sharma, Prashant P"
20186,"Sharma, Prashant P."
9639,"Sharma, Prashant Pradeep"
11633,"Sharma, R."
23092,"Sharma, Raghav"
16245,"Sharma, Sangeeta"
7957,"Sharma, Sapna"
26191,"Sharma, Siddhartha"
27090,"Sharma, Upma"
20722,"Sharma, V."
3598,"Sharon, E."
16770,"Sharp, J D"
16583,"Sharp, Paul M."
2002,"Sharp, Zachary D."
12683,"Sharpe, Arlene H"
6059,"Sharpe, Paul T."
1176,"Sharrock, Katherine C."
6120,"Shashidhar, R."
19378,"Shatalov, P. B."
19379,"Shaver, L."
8979,"Shaw, Bryan F."
25798,"Shaw, C."
7962,"Shaw, Christopher E."
26277,"Shaw, David E"
13883,"Shaw, G. E."
16023,"Shaw, George C."
16580,"Shaw, George M."
19380,"Shaw, K."
16534,"Shaw, Katharina S."
11011,"Shaw, L."
26616,"Shaw, Pamela J."
7300,"Shaw, Philip J."
26724,"Shaw, Stanley Y"
5965,"Shaw, Stanley Yang"
13968,"Shay, Jennifer B."
12866,"Shay, Tal"
20961,"Shcherbakov, Roman V."
25900,"Shcherbakova, A."
21475,"She, Alan Jenting"
13936,"Shea, Colleen"
4111,"Shea, John J."
6409,"Shea, Terrance P"
5937,"Sheaffer, Karyn L."
14394,"Shear, Matthew"
9112,"Shearer, P. M."
15266,"Shedlock, Andrew M"
14632,"Sheehy, C."
10675,"Sheehy, Christopher"
7703,"Sheehy, D. E."
14011,"Sheehy, Sean P."
26554,"Sheehy, Sean Paul"
16824,"Sheehy-Skeffington, J."
14770,"Sheehy-Skeffington, Jennifer Anne"
27422,"Sheffet, Or"
7232,"Shefler, Erica"
25497,"Shehu, C. Y."
26959,"Shehzad, Zarrar"
8919,"Shekhar, Nandini"
23184,"Shekhar, Shashank"
13611,"Shelby, Tommie"
645,"Shelemay, Kay"
26580,"Shelemay, Kay K."
4947,"Shelemay, Kay Kaufman"
16192,"Shellmann-Sherman, Janet"
3666,"Shelton, Jennifer R."
21819,"Shemer, Ruth"
3316,"Shemesh, Aldo"
16719,"Shen, Ching-Han"
26204,"Shen, Hui"
20842,"Shen, Jacson"
9103,"Shen, Kang"
8451,"Shen, Konlin"
6020,"Shen, Kui"
9834,"Shen, Li"
13972,"Shen, Tony"
1834,"Shen, Yanan"
9585,"Shen, Yin"
3217,"Shen, Yinghua"
22143,"Shen, Yiping"
14373,"Shen, Yu"
9101,"Shen, Yu Serena"
8340,"Shen, Yuan Kui"
13604,"Shen, Zhi-Qiang"
21255,"Shen, Zhiyong"
5249,"Shen-Orr, Shai S"
4933,"Shen-Orr, Shai S."
9051,"Shenai, Deo"
6093,"Shenai, Deo V."
16425,"Shendure, Jay"
13067,"Sheng, Sitong"
11790,"Shenkar, Noa"
13347,"Shental, Noam"
1882,"Shepard, Rebekah"
4101,"Shephard, Mark W."
17007,"Shepherd, R. F."
13691,"Shepherd, Robert F."
3246,"Shepherd-Barron, Nick"
3636,"Shepherd-Barron, Nick I."
6090,"Shepsle, Kenneth A."
16758,"Sher, Meng-Ju"
13448,"Sheridan, Steven D."
2074,"Sherman, Anne G."
19381,"Sherman, D."
26647,"Sherman, Laura S."
21879,"Sherman, Michael Y."
16193,"Sherman, Paul W."
14880,"Sherman, Woody"
9864,"Sherratt, Emma"
19382,"Sherwood, P."
5418,"Sherwood, Richard Irving"
2823,"Sheshinski, Eytan"
21318,"Shestopalov, Aleksandr M."
23474,"Shetter, R"
23673,"Shetter, R."
23684,"Shetter, R. E."
23627,"Shetter, Richard E."
4673,"Shetty, Rahul"
6273,"Shevchenko, Andrej"
27390,"Shevchenko, Yanina"
27377,"Shevkoplyas, S. S."
8139,"Shevkoplyas, Sergey S."
9158,"Shevkopylas, Sergey S."
21262,"Shi, Cynthia X."
14008,"Shi, Fuxin"
22528,"Shi, Hui"
1715,"Shi, Jiantao"
22989,"Shi, Jianxin"
25498,"Shi, L."
12213,"Shi, Ling-Ling"
5717,"Shi, Qian"
6776,"Shi, Suhua"
26570,"Shi, Wei"
7236,"Shi, Xinghua"
15537,"Shi, Yang"
10017,"Shi, Yijun"
16909,"Shi, Yingxiao"
23374,"Shia, Run-Lie"
8813,"Shian, Samuel"
19383,"Shibata, A."
4406,"Shibuya, Kenji"
19384,"Shichi, H."
1,"Shieber, Stuart"
4543,"Shieber, Stuart M."
14212,"Shieber, Stuart Merrill"
21845,"Shiee, Navid"
16669,"Shieh, Albert D."
353,"Shield, P. D."
1986,"Shields, Alexandra E."
12265,"Shields, Anthony F."
7846,"Shields, Brendan John"
10851,"Shields, Michael D."
4210,"Shields, Rob"
1538,"Shiferl, David"
24228,"Shigeta, Yoshimitsu"
10384,"Shigetomi, E."
8280,"Shih, Joseph D."
6103,"Shih, M. C."
26670,"Shih, William M."
2381,"Shiller, Robert"
10456,"Shiller, Robert J."
1762,"Shilling, John E."
11833,"Shim, J."
10592,"Shim, Jongmin"
1033,"Shim, Maria"
6561,"Shim, Sangwoo"
12051,"Shimada, Mariko"
11698,"Shimazu, Junko"
12497,"Shimizu, Koichi"
19385,"Shimizu, S."
5855,"Shimizu, Thomas S"
25499,"Shimmin, C. O."
19386,"Shimojima, M."
5265,"Shimojo, Shinsuke"
13471,"Shimokawa, Hiroaki"
14609,"Shimon, M."
1242,"Shin, Byungha"
20989,"Shin, Ho-Jeong"
8688,"Shin, Hyeon-Dong"
3153,"Shin, Jae-Ho"
4435,"Shin, Kyusoon"
19387,"Shin, T."
21190,"Shinagare, Atul B."
4840,"Shinagel, Michael"
27070,"Shinde, Vasant"
23603,"Shindell, D"
26652,"Shine, James P."
15018,"Shingleton, Alexander W."
26885,"Shinn-Cunningham, Barbara G."
11071,"Shinnaga, Hiroko"
3475,"Shinnar, Avraham"
4195,"Shinnar, Avraham Ever"
21842,"Shinohara, Russell T."
13892,"Shinozuka, Yohei"
16637,"Shioda, Toshihiro"
10211,"Shiodera, S."
1730,"Shiomura, Kimihiro"
23292,"Shipham, M. A."
23298,"Shipham, M. C."
9845,"Shipilina, Daria"
10212,"Shipley, B."
22746,"Shipman, Seth L"
8725,"Shire, Emily H."
26790,"Shirihai, Orian S."
23213,"Shirley, Ian A"
10482,"Shiroguchi, Katsuyuki"
11012,"Shirokoff, E."
13465,"Shiroto, Takashi"
21438,"Shishkin, Alexander A."
372,"Shivane, R."
8525,"Shivers, Olin"
25038,"Shiyakova, M."
22037,"Shkriabai, Nikoloz"
1368,"Shleifer, Andrei"
14319,"Shlien, Adam"
6412,"Shlyakhter, Ilya"
19388,"Shmeleva, A."
8473,"Shnayder, Victor"
1528,"Shneidman, Jeff"
4347,"Shneidman, Jeffery"
1811,"Shneidman, Jeffrey"
10514,"Shnider, S. J."
25901,"Shoaleh Saadi, D."
19389,"Shochet, M. J."
15839,"Shoemaker, Jody M."
16927,"Shoemaker, Julie K."
1386,"Shoemaker, Robert A."
1865,"Shoffner, Jeff D."
25913,"Shojaii, S."
6038,"Shokat, Kevan M"
11352,"Shokat, Kevan M."
23738,"Shokri, Leila"
4282,"Shoresh, Noam"
26072,"Shorrer, Ran I"
19390,"Short, D."
4546,"Shotts, Kenneth W."
26560,"Shouldis, Eric"
2825,"Shoven, John"
20747,"Shpall, Elana"
21379,"Shpirer, Erez"
3906,"Shpyrko, O. G."
4559,"Shpyrko, Oleg"
3899,"Shpyrko, Oleg G."
6791,"Shraiman, Boris I."
7392,"Shrank, William H."
11749,"Shrestha, Kriti"
25039,"Shrestha, S."
14590,"Shrestha, Supriya"
22280,"Shrime, Mark G."
5348,"Shu, ShengQiang"
24629,"Shu, Xiao-Ou"
